0 Branching ratio for NO2      Total        1 branches
Lambda        Total        NO/O
6308.75   1.07E-20  0.00E+00
6309.75   1.18E-20  0.00E+00
6310.75   1.18E-20  0.00E+00
6311.75   1.21E-20  0.00E+00
6312.75   1.31E-20  0.00E+00
6313.75   1.34E-20  0.00E+00
6314.75   1.33E-20  0.00E+00
6315.75   1.10E-20  0.00E+00
6316.75   1.35E-20  0.00E+00
6317.75   1.24E-20  0.00E+00
6318.75   1.35E-20  0.00E+00
6319.75   1.43E-20  0.00E+00
6320.75   1.31E-20  0.00E+00
6321.75   1.34E-20  0.00E+00
6322.75   1.49E-20  0.00E+00
6323.75   1.31E-20  0.00E+00
6324.75   1.24E-20  0.00E+00
6325.75   1.17E-20  0.00E+00
6326.75   1.18E-20  0.00E+00
6327.75   9.75E-21  0.00E+00
6328.75   1.01E-20  0.00E+00
6329.75   1.02E-20  0.00E+00
6330.75   1.11E-20  0.00E+00
6331.75   1.12E-20  0.00E+00
6332.75   1.27E-20  0.00E+00
6333.75   1.46E-20  0.00E+00
6334.76   1.44E-20  0.00E+00
6335.76   1.35E-20  0.00E+00
6336.76   1.41E-20  0.00E+00
6337.76   1.45E-20  0.00E+00
6338.76   1.28E-20  0.00E+00
6339.76   1.31E-20  0.00E+00
6340.76   1.54E-20  0.00E+00
6341.76   1.58E-20  0.00E+00
6342.76   1.36E-20  0.00E+00
6343.76   1.50E-20  0.00E+00
6344.76   1.43E-20  0.00E+00
6345.76   1.39E-20  0.00E+00
6346.76   1.23E-20  0.00E+00
6347.76   1.22E-20  0.00E+00
6348.76   1.10E-20  0.00E+00
6349.76   1.07E-20  0.00E+00
6350.76   1.25E-20  0.00E+00
6351.76   1.27E-20  0.00E+00
6352.76   1.30E-20  0.00E+00
6353.76   1.31E-20  0.00E+00
6354.76   1.36E-20  0.00E+00
6355.76   1.35E-20  0.00E+00
6356.76   1.26E-20  0.00E+00
6357.76   1.31E-20  0.00E+00
6358.76   1.27E-20  0.00E+00
6359.76   1.33E-20  0.00E+00
6360.76   1.59E-20  0.00E+00
6361.76   1.55E-20  0.00E+00
6362.76   1.50E-20  0.00E+00
6363.76   1.50E-20  0.00E+00
6364.76   1.25E-20  0.00E+00
6365.76   1.41E-20  0.00E+00
6366.76   1.41E-20  0.00E+00
6367.76   1.45E-20  0.00E+00
6368.76   1.51E-20  0.00E+00
6369.76   1.52E-20  0.00E+00
6370.76   1.32E-20  0.00E+00
6371.76   1.34E-20  0.00E+00
6372.76   1.42E-20  0.00E+00
6373.76   1.46E-20  0.00E+00
6374.76   1.37E-20  0.00E+00
6375.76   1.39E-20  0.00E+00
6376.76   1.66E-20  0.00E+00
6377.76   1.55E-20  0.00E+00
6378.76   1.67E-20  0.00E+00
6379.76   1.62E-20  0.00E+00
6380.76   1.55E-20  0.00E+00
6381.76   1.42E-20  0.00E+00
6382.76   1.22E-20  0.00E+00
6383.76   1.15E-20  0.00E+00
6384.76   1.20E-20  0.00E+00
6385.76   1.28E-20  0.00E+00
6386.76   1.35E-20  0.00E+00
6387.76   1.32E-20  0.00E+00
6388.76   1.26E-20  0.00E+00
6389.76   1.28E-20  0.00E+00
6390.76   1.43E-20  0.00E+00
6391.76   1.33E-20  0.00E+00
6392.76   1.24E-20  0.00E+00
6393.76   1.21E-20  0.00E+00
6394.76   1.29E-20  0.00E+00
6395.76   1.24E-20  0.00E+00
6396.76   1.50E-20  0.00E+00
6397.76   1.65E-20  0.00E+00
6398.76   1.59E-20  0.00E+00
6399.76   1.55E-20  0.00E+00
6400.76   1.65E-20  0.00E+00
6401.76   1.25E-20  0.00E+00
6402.77   1.28E-20  0.00E+00
6403.77   1.45E-20  0.00E+00
6404.77   1.53E-20  0.00E+00
6405.77   1.61E-20  0.00E+00
6406.77   1.65E-20  0.00E+00
6407.77   1.48E-20  0.00E+00
6408.77   1.47E-20  0.00E+00
6409.77   1.49E-20  0.00E+00
6410.77   1.60E-20  0.00E+00
6411.77   1.59E-20  0.00E+00
6412.77   1.56E-20  0.00E+00
6413.77   1.41E-20  0.00E+00
6414.77   1.49E-20  0.00E+00
6415.77   1.44E-20  0.00E+00
6416.77   1.81E-20  0.00E+00
6417.77   1.88E-20  0.00E+00
6418.77   1.94E-20  0.00E+00
6419.77   1.84E-20  0.00E+00
6420.77   1.83E-20  0.00E+00
6421.77   1.87E-20  0.00E+00
6422.77   2.10E-20  0.00E+00
6423.77   2.38E-20  0.00E+00
6424.77   2.30E-20  0.00E+00
6425.77   2.36E-20  0.00E+00
6426.77   2.23E-20  0.00E+00
6427.77   1.97E-20  0.00E+00
6428.77   2.18E-20  0.00E+00
6429.77   1.63E-20  0.00E+00
6430.77   1.90E-20  0.00E+00
6431.77   1.93E-20  0.00E+00
6432.77   2.03E-20  0.00E+00
6433.77   2.27E-20  0.00E+00
6434.77   2.06E-20  0.00E+00
6435.77   1.80E-20  0.00E+00
6436.77   1.94E-20  0.00E+00
6437.77   1.72E-20  0.00E+00
6438.77   1.53E-20  0.00E+00
6439.77   1.57E-20  0.00E+00
6440.77   1.47E-20  0.00E+00
6441.77   1.41E-20  0.00E+00
6442.77   1.38E-20  0.00E+00
6443.77   1.23E-20  0.00E+00
6444.77   1.20E-20  0.00E+00
6445.77   1.30E-20  0.00E+00
6446.77   1.35E-20  0.00E+00
6447.77   1.29E-20  0.00E+00
6448.77   1.78E-20  0.00E+00
6449.77   1.58E-20  0.00E+00
6450.77   1.60E-20  0.00E+00
6451.77   1.68E-20  0.00E+00
6452.77   1.45E-20  0.00E+00
6453.77   1.62E-20  0.00E+00
6454.77   1.65E-20  0.00E+00
6455.77   1.68E-20  0.00E+00
6456.77   1.68E-20  0.00E+00
6457.77   1.61E-20  0.00E+00
6458.77   1.59E-20  0.00E+00
6459.77   1.67E-20  0.00E+00
6460.77   2.20E-20  0.00E+00
6461.77   2.22E-20  0.00E+00
6462.77   2.29E-20  0.00E+00
6463.77   2.22E-20  0.00E+00
6464.77   2.14E-20  0.00E+00
6465.77   2.51E-20  0.00E+00
6466.77   2.69E-20  0.00E+00
6467.77   2.70E-20  0.00E+00
6468.77   2.42E-20  0.00E+00
6469.77   2.97E-20  0.00E+00
6470.78   2.66E-20  0.00E+00
6471.78   2.51E-20  0.00E+00
6472.78   2.29E-20  0.00E+00
6473.78   2.31E-20  0.00E+00
6474.78   2.59E-20  0.00E+00
6475.78   2.52E-20  0.00E+00
6476.78   2.56E-20  0.00E+00
6477.78   2.26E-20  0.00E+00
6478.78   2.27E-20  0.00E+00
6479.78   2.08E-20  0.00E+00
6480.78   1.96E-20  0.00E+00
6481.78   1.67E-20  0.00E+00
6482.78   1.44E-20  0.00E+00
6483.78   1.30E-20  0.00E+00
6484.78   1.19E-20  0.00E+00
6485.78   1.02E-20  0.00E+00
6486.78   9.74E-21  0.00E+00
6487.78   1.17E-20  0.00E+00
6488.78   1.25E-20  0.00E+00
6489.78   1.10E-20  0.00E+00
6490.78   1.07E-20  0.00E+00
6491.78   1.26E-20  0.00E+00
6492.78   1.08E-20  0.00E+00
6493.78   1.13E-20  0.00E+00
6494.78   1.07E-20  0.00E+00
6495.78   1.10E-20  0.00E+00
6496.78   1.05E-20  0.00E+00
6497.78   9.88E-21  0.00E+00
6498.78   1.15E-20  0.00E+00
6499.78   1.19E-20  0.00E+00
6500.78   1.24E-20  0.00E+00
6501.78   1.28E-20  0.00E+00
6502.78   1.40E-20  0.00E+00
6503.78   1.47E-20  0.00E+00
6504.78   1.33E-20  0.00E+00
6505.78   1.40E-20  0.00E+00
6506.78   1.02E-20  0.00E+00
6507.78   1.31E-20  0.00E+00
6508.78   1.25E-20  0.00E+00
6509.78   1.61E-20  0.00E+00
6510.78   1.32E-20  0.00E+00
6511.78   1.28E-20  0.00E+00
6512.78   1.35E-20  0.00E+00
6513.78   1.31E-20  0.00E+00
6514.78   1.46E-20  0.00E+00
6515.78   1.42E-20  0.00E+00
6516.78   1.09E-20  0.00E+00
6517.78   1.04E-20  0.00E+00
6518.78   1.18E-20  0.00E+00
6519.78   1.08E-20  0.00E+00
6520.78   1.18E-20  0.00E+00
6521.78   1.07E-20  0.00E+00
6522.78   8.97E-21  0.00E+00
6523.78   1.15E-20  0.00E+00
6524.78   1.11E-20  0.00E+00
6525.78   1.10E-20  0.00E+00
6526.78   1.06E-20  0.00E+00
6527.78   1.05E-20  0.00E+00
6528.78   9.12E-21  0.00E+00
6529.78   9.15E-21  0.00E+00
6530.78   1.03E-20  0.00E+00
6531.78   9.76E-21  0.00E+00
6532.78   8.55E-21  0.00E+00
6533.78   9.44E-21  0.00E+00
6534.78   8.33E-21  0.00E+00
6535.78   8.62E-21  0.00E+00
6536.78   8.67E-21  0.00E+00
6537.78   8.55E-21  0.00E+00
6538.79   7.76E-21  0.00E+00
6539.79   8.73E-21  0.00E+00
6540.79   8.80E-21  0.00E+00
6541.79   8.54E-21  0.00E+00
6542.79   7.86E-21  0.00E+00
6543.79   8.43E-21  0.00E+00
6544.79   9.01E-21  0.00E+00
6545.79   9.96E-21  0.00E+00
6546.79   9.84E-21  0.00E+00
6547.79   9.53E-21  0.00E+00
6548.79   9.68E-21  0.00E+00
6549.79   9.51E-21  0.00E+00
6550.79   8.76E-21  0.00E+00
6551.79   8.59E-21  0.00E+00
6552.79   9.49E-21  0.00E+00
6553.79   9.24E-21  0.00E+00
6554.79   7.21E-21  0.00E+00
6555.79   9.20E-21  0.00E+00
6556.79   9.75E-21  0.00E+00
6557.79   1.13E-20  0.00E+00
6558.79   1.07E-20  0.00E+00
6559.79   1.01E-20  0.00E+00
6560.79   9.02E-21  0.00E+00
6561.79   8.61E-21  0.00E+00
6562.79   8.83E-21  0.00E+00
6563.79   7.13E-21  0.00E+00
6564.79   7.02E-21  0.00E+00
6565.79   7.35E-21  0.00E+00
6566.79   7.70E-21  0.00E+00
6567.79   8.08E-21  0.00E+00
6568.79   8.15E-21  0.00E+00
6569.79   7.24E-21  0.00E+00
6570.79   6.67E-21  0.00E+00
6571.79   6.14E-21  0.00E+00
6572.79   5.88E-21  0.00E+00
6573.79   6.60E-21  0.00E+00
6574.79   6.62E-21  0.00E+00
6575.79   6.44E-21  0.00E+00
6576.79   7.15E-21  0.00E+00
6577.79   6.51E-21  0.00E+00
6578.79   6.07E-21  0.00E+00
6579.79   6.33E-21  0.00E+00
6580.79   6.45E-21  0.00E+00
6581.79   6.19E-21  0.00E+00
6582.79   6.67E-21  0.00E+00
6583.79   6.15E-21  0.00E+00
6584.79   6.35E-21  0.00E+00
6585.79   6.90E-21  0.00E+00
6586.79   6.83E-21  0.00E+00
6587.79   6.68E-21  0.00E+00
6588.79   6.64E-21  0.00E+00
6589.79   6.89E-21  0.00E+00
6590.79   7.06E-21  0.00E+00
6591.79   6.84E-21  0.00E+00
6592.79   7.53E-21  0.00E+00
6593.79   6.54E-21  0.00E+00
6594.79   6.11E-21  0.00E+00
6595.79   7.51E-21  0.00E+00
6596.79   7.65E-21  0.00E+00
6597.79   6.67E-21  0.00E+00
6598.79   6.30E-21  0.00E+00
6599.79   7.21E-21  0.00E+00
6600.79   7.08E-21  0.00E+00
6601.79   5.56E-21  0.00E+00
6602.79   5.47E-21  0.00E+00
6603.79   4.92E-21  0.00E+00
6604.79   4.84E-21  0.00E+00
6605.79   5.24E-21  0.00E+00
6606.80   5.32E-21  0.00E+00
6607.80   5.74E-21  0.00E+00
6608.80   5.12E-21  0.00E+00
6609.80   4.57E-21  0.00E+00
6610.80   5.03E-21  0.00E+00
6611.80   5.59E-21  0.00E+00
6612.80   4.16E-21  0.00E+00
6613.80   4.15E-21  0.00E+00
6614.80   3.83E-21  0.00E+00
6615.80   3.85E-21  0.00E+00
6616.80   4.10E-21  0.00E+00
6617.80   4.01E-21  0.00E+00
6618.80   4.28E-21  0.00E+00
6619.80   4.22E-21  0.00E+00
6620.80   3.88E-21  0.00E+00
6621.80   3.59E-21  0.00E+00
6622.80   3.79E-21  0.00E+00
6623.80   3.48E-21  0.00E+00
6624.80   3.63E-21  0.00E+00
6625.80   3.43E-21  0.00E+00
6626.80   3.47E-21  0.00E+00
6627.80   3.74E-21  0.00E+00
6628.80   3.76E-21  0.00E+00
6629.80   3.84E-21  0.00E+00
6630.80   3.80E-21  0.00E+00
6631.80   3.60E-21  0.00E+00
6632.80   3.56E-21  0.00E+00
6633.80   3.89E-21  0.00E+00
6634.80   3.91E-21  0.00E+00
6635.80   3.60E-21  0.00E+00
6636.80   3.23E-21  0.00E+00
6637.80   3.89E-21  0.00E+00
6638.80   3.95E-21  0.00E+00
6639.80   3.82E-21  0.00E+00
6640.80   3.37E-21  0.00E+00
6641.80   3.76E-21  0.00E+00
6642.80   3.82E-21  0.00E+00
6643.80   4.27E-21  0.00E+00
6644.80   4.30E-21  0.00E+00
6645.80   4.73E-21  0.00E+00
6646.80   5.23E-21  0.00E+00
6647.80   4.69E-21  0.00E+00
6648.80   5.00E-21  0.00E+00
6649.80   5.61E-21  0.00E+00
6650.80   5.89E-21  0.00E+00
6651.80   5.64E-21  0.00E+00
6652.80   5.37E-21  0.00E+00
6653.80   5.71E-21  0.00E+00
6654.80   5.60E-21  0.00E+00
6655.80   5.80E-21  0.00E+00
6656.80   6.24E-21  0.00E+00
6657.80   5.65E-21  0.00E+00
6658.80   6.34E-21  0.00E+00
6659.80   7.93E-21  0.00E+00
6660.80   8.43E-21  0.00E+00
6661.80   7.56E-21  0.00E+00
6662.80   6.39E-21  0.00E+00
6663.80   8.06E-21  0.00E+00
6664.80   8.05E-21  0.00E+00
6665.80   8.70E-21  0.00E+00
6666.80   8.32E-21  0.00E+00
6667.80   8.54E-21  0.00E+00
6668.80   8.54E-21  0.00E+00
6669.80   8.47E-21  0.00E+00
6670.80   8.36E-21  0.00E+00
6671.80   8.21E-21  0.00E+00
6672.80   8.15E-21  0.00E+00
6673.80   8.15E-21  0.00E+00
6674.81   8.27E-21  0.00E+00
6675.81   8.56E-21  0.00E+00
6676.81   8.90E-21  0.00E+00
6677.81   9.36E-21  0.00E+00
6678.81   9.82E-21  0.00E+00
6679.81   1.03E-20  0.00E+00
6680.81   1.07E-20  0.00E+00
6681.81   1.09E-20  0.00E+00
6682.81   1.10E-20  0.00E+00
6683.81   1.06E-20  0.00E+00
6684.81   1.02E-20  0.00E+00
6685.81   9.83E-21  0.00E+00
6686.81   9.45E-21  0.00E+00
6687.81   9.49E-21  0.00E+00
6688.81   9.65E-21  0.00E+00
6689.81   9.89E-21  0.00E+00
6690.81   1.02E-20  0.00E+00
6691.81   1.02E-20  0.00E+00
6692.81   1.01E-20  0.00E+00
6693.81   1.00E-20  0.00E+00
6694.81   9.86E-21  0.00E+00
6695.81   9.92E-21  0.00E+00
6696.81   1.04E-20  0.00E+00
6697.81   1.09E-20  0.00E+00
6698.81   1.14E-20  0.00E+00
6699.81   1.17E-20  0.00E+00
6700.81   1.17E-20  0.00E+00
6701.81   1.16E-20  0.00E+00
6702.81   1.14E-20  0.00E+00
6703.81   1.11E-20  0.00E+00
6704.81   1.06E-20  0.00E+00
6705.81   9.96E-21  0.00E+00
6706.81   9.35E-21  0.00E+00
6707.81   8.73E-21  0.00E+00
6708.81   8.38E-21  0.00E+00
6709.81   8.19E-21  0.00E+00
6710.81   8.26E-21  0.00E+00
6711.81   8.55E-21  0.00E+00
6712.81   8.81E-21  0.00E+00
6713.81   9.03E-21  0.00E+00
6714.81   9.15E-21  0.00E+00
6715.81   9.07E-21  0.00E+00
6716.81   9.01E-21  0.00E+00
6717.81   9.04E-21  0.00E+00
6718.81   9.09E-21  0.00E+00
6719.81   9.23E-21  0.00E+00
6720.81   9.38E-21  0.00E+00
6721.81   9.37E-21  0.00E+00
6722.81   9.37E-21  0.00E+00
6723.81   9.59E-21  0.00E+00
6724.81   9.83E-21  0.00E+00
6725.81   1.00E-20  0.00E+00
6726.81   1.02E-20  0.00E+00
6727.81   1.01E-20  0.00E+00
6728.81   9.93E-21  0.00E+00
6729.81   9.93E-21  0.00E+00
6730.81   1.01E-20  0.00E+00
6731.81   1.04E-20  0.00E+00
6732.81   1.10E-20  0.00E+00
6733.81   1.17E-20  0.00E+00
6734.81   1.25E-20  0.00E+00
6735.81   1.30E-20  0.00E+00
6736.81   1.29E-20  0.00E+00
6737.81   1.28E-20  0.00E+00
6738.81   1.20E-20  0.00E+00
6739.81   1.12E-20  0.00E+00
6740.81   1.10E-20  0.00E+00
6741.81   1.07E-20  0.00E+00
6742.82   1.07E-20  0.00E+00
6743.82   1.07E-20  0.00E+00
6744.82   1.06E-20  0.00E+00
6745.82   1.04E-20  0.00E+00
6746.82   1.02E-20  0.00E+00
6747.82   9.96E-21  0.00E+00
6748.82   9.81E-21  0.00E+00
6749.82   9.68E-21  0.00E+00
6750.82   9.70E-21  0.00E+00
6751.82   9.87E-21  0.00E+00
6752.82   1.01E-20  0.00E+00
6753.82   1.03E-20  0.00E+00
6754.82   1.05E-20  0.00E+00
6755.82   1.06E-20  0.00E+00
6756.82   1.07E-20  0.00E+00
6757.82   1.08E-20  0.00E+00
6758.82   1.08E-20  0.00E+00
6759.82   1.06E-20  0.00E+00
6760.82   1.05E-20  0.00E+00
6761.82   1.02E-20  0.00E+00
6762.82   1.00E-20  0.00E+00
6763.82   9.95E-21  0.00E+00
6764.82   9.93E-21  0.00E+00
6765.82   1.01E-20  0.00E+00
6766.82   1.03E-20  0.00E+00
6767.82   1.04E-20  0.00E+00
6768.82   1.04E-20  0.00E+00
6769.82   1.02E-20  0.00E+00
6770.82   9.95E-21  0.00E+00
6771.82   9.80E-21  0.00E+00
6772.82   9.80E-21  0.00E+00
6773.82   9.82E-21  0.00E+00
6774.82   9.90E-21  0.00E+00
6775.82   9.84E-21  0.00E+00
6776.82   9.40E-21  0.00E+00
6777.82   8.94E-21  0.00E+00
6778.82   8.33E-21  0.00E+00
6779.82   7.73E-21  0.00E+00
6780.82   7.42E-21  0.00E+00
6781.82   7.11E-21  0.00E+00
6782.82   7.01E-21  0.00E+00
6783.82   6.92E-21  0.00E+00
6784.82   6.78E-21  0.00E+00
6785.82   6.64E-21  0.00E+00
6786.82   6.59E-21  0.00E+00
6787.82   6.56E-21  0.00E+00
6788.82   6.60E-21  0.00E+00
6789.82   6.66E-21  0.00E+00
6790.82   6.73E-21  0.00E+00
6791.82   6.82E-21  0.00E+00
6792.82   6.95E-21  0.00E+00
6793.82   7.15E-21  0.00E+00
6794.82   7.35E-21  0.00E+00
6795.82   7.58E-21  0.00E+00
6796.82   7.77E-21  0.00E+00
6797.82   7.84E-21  0.00E+00
6798.82   7.87E-21  0.00E+00
6799.82   7.70E-21  0.00E+00
6800.82   7.52E-21  0.00E+00
6801.82   7.39E-21  0.00E+00
6802.82   7.25E-21  0.00E+00
6803.82   7.13E-21  0.00E+00
6804.82   7.00E-21  0.00E+00
6805.82   6.91E-21  0.00E+00
6806.82   6.82E-21  0.00E+00
6807.82   6.78E-21  0.00E+00
6808.82   6.77E-21  0.00E+00
6809.82   6.74E-21  0.00E+00
6810.83   6.70E-21  0.00E+00
6811.83   6.59E-21  0.00E+00
6812.83   6.43E-21  0.00E+00
6813.83   6.21E-21  0.00E+00
6814.83   5.90E-21  0.00E+00
6815.83   5.64E-21  0.00E+00
6816.83   5.47E-21  0.00E+00
6817.83   5.32E-21  0.00E+00
6818.83   5.23E-21  0.00E+00
6819.83   5.13E-21  0.00E+00
6820.83   4.98E-21  0.00E+00
6821.83   4.83E-21  0.00E+00
6822.83   4.76E-21  0.00E+00
6823.83   4.69E-21  0.00E+00
6824.83   4.68E-21  0.00E+00
6825.83   4.67E-21  0.00E+00
6826.83   4.72E-21  0.00E+00
6827.83   4.78E-21  0.00E+00
6828.83   4.92E-21  0.00E+00
6829.83   5.09E-21  0.00E+00
6830.83   5.27E-21  0.00E+00
6831.83   5.46E-21  0.00E+00
6832.83   5.59E-21  0.00E+00
6833.83   5.67E-21  0.00E+00
6834.83   5.67E-21  0.00E+00
6835.83   5.57E-21  0.00E+00
6836.83   5.43E-21  0.00E+00
6837.83   5.23E-21  0.00E+00
6838.83   5.05E-21  0.00E+00
6839.83   4.92E-21  0.00E+00
6840.83   4.79E-21  0.00E+00
6841.83   4.71E-21  0.00E+00
6842.83   4.63E-21  0.00E+00
6843.83   4.59E-21  0.00E+00
6844.83   4.54E-21  0.00E+00
6845.83   4.70E-21  0.00E+00
6846.83   4.86E-21  0.00E+00
6847.83   4.95E-21  0.00E+00
6848.83   5.02E-21  0.00E+00
6849.83   4.97E-21  0.00E+00
6850.83   4.90E-21  0.00E+00
6851.83   4.91E-21  0.00E+00
6852.83   4.95E-21  0.00E+00
6853.83   5.18E-21  0.00E+00
6854.83   5.53E-21  0.00E+00
6855.83   5.83E-21  0.00E+00
6856.83   6.10E-21  0.00E+00
6857.83   6.16E-21  0.00E+00
6858.83   5.95E-21  0.00E+00
6859.83   5.77E-21  0.00E+00
6860.83   5.63E-21  0.00E+00
6861.83   5.56E-21  0.00E+00
6862.83   5.65E-21  0.00E+00
6863.83   5.74E-21  0.00E+00
6864.83   5.82E-21  0.00E+00
6865.83   5.87E-21  0.00E+00
6866.83   5.68E-21  0.00E+00
6867.83   5.49E-21  0.00E+00
6868.83   5.15E-21  0.00E+00
6869.83   4.81E-21  0.00E+00
6870.83   4.51E-21  0.00E+00
6871.83   4.22E-21  0.00E+00
6872.83   4.11E-21  0.00E+00
6873.83   4.03E-21  0.00E+00
6874.83   4.03E-21  0.00E+00
6875.83   4.05E-21  0.00E+00
6876.83   3.96E-21  0.00E+00
6877.83   3.81E-21  0.00E+00
6878.84   3.68E-21  0.00E+00
6879.84   3.56E-21  0.00E+00
6880.84   3.47E-21  0.00E+00
6881.84   3.39E-21  0.00E+00
6882.84   3.33E-21  0.00E+00
6883.84   3.28E-21  0.00E+00
6884.84   3.26E-21  0.00E+00
6885.84   3.31E-21  0.00E+00
6886.84   3.35E-21  0.00E+00
6887.84   3.32E-21  0.00E+00
6888.84   3.30E-21  0.00E+00
6889.84   3.31E-21  0.00E+00
6890.84   3.31E-21  0.00E+00
6891.84   3.35E-21  0.00E+00
6892.84   3.38E-21  0.00E+00
6893.84   3.32E-21  0.00E+00
6894.84   3.25E-21  0.00E+00
6895.84   3.24E-21  0.00E+00
6896.84   3.24E-21  0.00E+00
6897.84   3.27E-21  0.00E+00
6898.84   3.30E-21  0.00E+00
6899.84   3.29E-21  0.00E+00
6900.84   3.26E-21  0.00E+00
6901.84   3.23E-21  0.00E+00
6902.84   3.21E-21  0.00E+00
6903.84   3.19E-21  0.00E+00
6904.84   3.17E-21  0.00E+00
6905.84   3.15E-21  0.00E+00
6906.84   3.09E-21  0.00E+00
6907.84   3.06E-21  0.00E+00
6908.84   3.08E-21  0.00E+00
6909.84   3.10E-21  0.00E+00
6910.84   3.12E-21  0.00E+00
6911.84   3.13E-21  0.00E+00
6912.84   3.08E-21  0.00E+00
6913.84   3.03E-21  0.00E+00
6914.84   3.03E-21  0.00E+00
6915.84   3.04E-21  0.00E+00
6916.84   3.04E-21  0.00E+00
6917.84   3.04E-21  0.00E+00
6918.84   3.00E-21  0.00E+00
6919.84   2.96E-21  0.00E+00
6920.84   2.91E-21  0.00E+00
6921.84   2.84E-21  0.00E+00
6922.84   2.75E-21  0.00E+00
6923.84   2.64E-21  0.00E+00
6924.84   2.54E-21  0.00E+00
6925.84   2.45E-21  0.00E+00
6926.84   2.41E-21  0.00E+00
6927.84   2.42E-21  0.00E+00
6928.84   2.45E-21  0.00E+00
6929.84   2.50E-21  0.00E+00
6930.84   2.54E-21  0.00E+00
6931.84   2.56E-21  0.00E+00
6932.84   2.57E-21  0.00E+00
6933.84   2.56E-21  0.00E+00
6934.84   2.56E-21  0.00E+00
6935.84   2.52E-21  0.00E+00
6936.84   2.49E-21  0.00E+00
6937.84   2.45E-21  0.00E+00
6938.84   2.42E-21  0.00E+00
6939.84   2.45E-21  0.00E+00
6940.84   2.49E-21  0.00E+00
6941.84   2.55E-21  0.00E+00
6942.84   2.61E-21  0.00E+00
6943.84   2.62E-21  0.00E+00
6944.84   2.62E-21  0.00E+00
6945.84   2.65E-21  0.00E+00
6946.85   2.68E-21  0.00E+00
6947.85   2.70E-21  0.00E+00
6948.85   2.70E-21  0.00E+00
6949.85   2.69E-21  0.00E+00
6950.85   2.68E-21  0.00E+00
6951.85   2.69E-21  0.00E+00
6952.85   2.71E-21  0.00E+00
6953.85   2.74E-21  0.00E+00
6954.85   2.77E-21  0.00E+00
6955.85   2.80E-21  0.00E+00
6956.85   2.81E-21  0.00E+00
6957.85   2.82E-21  0.00E+00
6958.85   2.83E-21  0.00E+00
6959.85   2.84E-21  0.00E+00
6960.85   2.77E-21  0.00E+00
6961.85   2.70E-21  0.00E+00
6962.85   2.66E-21  0.00E+00
6963.85   2.63E-21  0.00E+00
6964.85   2.72E-21  0.00E+00
6965.85   2.83E-21  0.00E+00
6966.85   2.85E-21  0.00E+00
6967.85   2.86E-21  0.00E+00
6968.85   2.78E-21  0.00E+00
6969.85   2.66E-21  0.00E+00
6970.85   2.58E-21  0.00E+00
6971.85   2.51E-21  0.00E+00
6972.85   2.42E-21  0.00E+00
6973.85   2.31E-21  0.00E+00
6974.85   2.19E-21  0.00E+00
6975.85   2.07E-21  0.00E+00
6976.85   1.98E-21  0.00E+00
6977.85   1.93E-21  0.00E+00
6978.85   1.89E-21  0.00E+00
6979.85   1.88E-21  0.00E+00
6980.85   1.87E-21  0.00E+00
6981.85   1.89E-21  0.00E+00
6982.85   1.90E-21  0.00E+00
6983.85   1.88E-21  0.00E+00
6984.85   1.86E-21  0.00E+00
6985.85   1.80E-21  0.00E+00
6986.85   1.74E-21  0.00E+00
6987.85   1.74E-21  0.00E+00
6988.85   1.74E-21  0.00E+00
6989.85   1.74E-21  0.00E+00
6990.85   1.75E-21  0.00E+00
6991.85   1.80E-21  0.00E+00
6992.85   1.87E-21  0.00E+00
6993.85   1.95E-21  0.00E+00
6994.85   2.03E-21  0.00E+00
6995.85   2.14E-21  0.00E+00
6996.85   2.26E-21  0.00E+00
6997.85   2.39E-21  0.00E+00
6998.85   2.54E-21  0.00E+00
6999.85   2.65E-21  0.00E+00
7000.85   2.72E-21  0.00E+00
7001.85   2.74E-21  0.00E+00
7002.85   2.71E-21  0.00E+00
7003.85   2.67E-21  0.00E+00
7004.85   2.63E-21  0.00E+00
7005.85   2.61E-21  0.00E+00
7006.85   2.62E-21  0.00E+00
7007.85   2.63E-21  0.00E+00
7008.85   2.64E-21  0.00E+00
7009.85   2.65E-21  0.00E+00
7010.85   2.62E-21  0.00E+00
7011.85   2.58E-21  0.00E+00
7012.85   2.52E-21  0.00E+00
7013.85   2.45E-21  0.00E+00
7014.86   2.44E-21  0.00E+00
7015.86   2.43E-21  0.00E+00
7016.86   2.50E-21  0.00E+00
7017.86   2.59E-21  0.00E+00
7018.86   2.68E-21  0.00E+00
7019.86   2.78E-21  0.00E+00
7020.86   2.86E-21  0.00E+00
7021.86   2.93E-21  0.00E+00
7022.86   2.98E-21  0.00E+00
7023.86   3.02E-21  0.00E+00
7024.86   3.06E-21  0.00E+00
7025.86   3.11E-21  0.00E+00
7026.86   3.13E-21  0.00E+00
7027.86   3.11E-21  0.00E+00
7028.86   3.09E-21  0.00E+00
7029.86   3.07E-21  0.00E+00
7030.86   3.07E-21  0.00E+00
7031.86   3.14E-21  0.00E+00
7032.86   3.22E-21  0.00E+00
7033.86   3.37E-21  0.00E+00
7034.86   3.51E-21  0.00E+00
7035.86   3.68E-21  0.00E+00
7036.86   3.84E-21  0.00E+00
7037.86   3.99E-21  0.00E+00
7038.86   4.14E-21  0.00E+00
7039.86   4.30E-21  0.00E+00
7040.86   4.47E-21  0.00E+00
7041.86   4.51E-21  0.00E+00
7042.86   4.54E-21  0.00E+00
