0 Branching ratio for O3      Total        2 branches
Lambda        Total        O2/O(1D)      O2/O
1731.08   8.56E-19  1.81E-19  6.75E-19
1732.08   8.56E-19  1.82E-19  6.74E-19
1733.08   8.55E-19  1.83E-19  6.72E-19
1734.08   8.54E-19  1.84E-19  6.70E-19
1735.08   8.53E-19  1.85E-19  6.68E-19
1736.08   8.52E-19  1.86E-19  6.66E-19
1737.08   8.51E-19  1.87E-19  6.64E-19
1738.08   8.50E-19  1.88E-19  6.62E-19
1739.08   8.48E-19  1.89E-19  6.60E-19
1740.08   8.47E-19  1.90E-19  6.58E-19
1741.08   8.46E-19  1.91E-19  6.56E-19
1742.08   8.45E-19  1.92E-19  6.53E-19
1743.08   8.44E-19  1.92E-19  6.51E-19
1744.08   8.43E-19  1.93E-19  6.49E-19
1745.08   8.42E-19  1.94E-19  6.47E-19
1746.08   8.40E-19  1.95E-19  6.45E-19
1747.08   8.39E-19  1.96E-19  6.43E-19
1748.08   8.37E-19  1.97E-19  6.40E-19
1749.08   8.35E-19  1.97E-19  6.38E-19
1750.08   8.33E-19  1.98E-19  6.35E-19
1751.08   8.31E-19  1.99E-19  6.33E-19
1752.08   8.30E-19  1.99E-19  6.30E-19
1753.08   8.28E-19  2.00E-19  6.28E-19
1754.08   8.26E-19  2.01E-19  6.25E-19
1755.08   8.24E-19  2.01E-19  6.23E-19
1756.08   8.22E-19  2.02E-19  6.20E-19
1757.08   8.20E-19  2.03E-19  6.17E-19
1758.08   8.18E-19  2.03E-19  6.15E-19
1759.08   8.16E-19  2.04E-19  6.12E-19
1760.08   8.15E-19  2.05E-19  6.10E-19
1761.08   8.13E-19  2.05E-19  6.07E-19
1762.08   8.11E-19  2.06E-19  6.05E-19
1763.08   8.10E-19  2.07E-19  6.03E-19
1764.08   8.09E-19  2.08E-19  6.02E-19
1765.08   8.09E-19  2.09E-19  6.00E-19
1766.08   8.08E-19  2.10E-19  5.98E-19
1767.08   8.07E-19  2.11E-19  5.97E-19
1768.08   8.06E-19  2.12E-19  5.95E-19
1769.08   8.06E-19  2.12E-19  5.93E-19
1770.08   8.05E-19  2.13E-19  5.92E-19
1771.08   8.04E-19  2.14E-19  5.90E-19
1772.08   8.03E-19  2.15E-19  5.88E-19
1773.08   8.03E-19  2.16E-19  5.87E-19
1774.08   8.02E-19  2.17E-19  5.85E-19
1775.08   8.01E-19  2.18E-19  5.83E-19
1776.08   8.00E-19  2.19E-19  5.82E-19
1777.08   8.00E-19  2.20E-19  5.80E-19
1778.09   7.99E-19  2.20E-19  5.78E-19
1779.09   7.98E-19  2.21E-19  5.77E-19
1780.09   7.97E-19  2.22E-19  5.75E-19
1781.09   7.96E-19  2.23E-19  5.73E-19
1782.09   7.96E-19  2.24E-19  5.72E-19
1783.09   7.95E-19  2.25E-19  5.70E-19
1784.09   7.94E-19  2.26E-19  5.68E-19
1785.09   7.93E-19  2.27E-19  5.67E-19
1786.09   7.92E-19  2.27E-19  5.65E-19
1787.09   7.92E-19  2.28E-19  5.63E-19
1788.09   7.91E-19  2.29E-19  5.62E-19
1789.09   7.90E-19  2.30E-19  5.60E-19
1790.09   7.89E-19  2.31E-19  5.58E-19
1791.09   7.88E-19  2.32E-19  5.57E-19
1792.09   7.88E-19  2.32E-19  5.55E-19
1793.09   7.87E-19  2.33E-19  5.53E-19
1794.09   7.86E-19  2.34E-19  5.52E-19
1795.09   7.84E-19  2.35E-19  5.50E-19
1796.09   7.83E-19  2.35E-19  5.48E-19
1797.09   7.82E-19  2.36E-19  5.46E-19
1798.09   7.80E-19  2.37E-19  5.43E-19
1799.09   7.79E-19  2.37E-19  5.41E-19
1800.09   7.77E-19  2.38E-19  5.39E-19
1801.09   7.76E-19  2.39E-19  5.37E-19
1802.09   7.74E-19  2.39E-19  5.35E-19
1803.09   7.73E-19  2.40E-19  5.33E-19
1804.09   7.71E-19  2.40E-19  5.31E-19
1805.09   7.70E-19  2.41E-19  5.29E-19
1806.09   7.69E-19  2.42E-19  5.27E-19
1807.09   7.67E-19  2.42E-19  5.25E-19
1808.09   7.66E-19  2.43E-19  5.23E-19
1809.09   7.64E-19  2.43E-19  5.21E-19
1810.09   7.63E-19  2.44E-19  5.19E-19
1811.09   7.61E-19  2.44E-19  5.16E-19
1812.09   7.59E-19  2.45E-19  5.14E-19
1813.09   7.57E-19  2.45E-19  5.12E-19
1814.09   7.55E-19  2.45E-19  5.09E-19
1815.09   7.53E-19  2.46E-19  5.07E-19
1816.09   7.50E-19  2.46E-19  5.04E-19
1817.09   7.48E-19  2.47E-19  5.02E-19
1818.09   7.46E-19  2.47E-19  4.99E-19
1819.09   7.44E-19  2.47E-19  4.97E-19
1820.09   7.42E-19  2.48E-19  4.95E-19
1821.09   7.40E-19  2.48E-19  4.92E-19
1822.09   7.38E-19  2.48E-19  4.90E-19
1823.09   7.36E-19  2.49E-19  4.88E-19
1824.09   7.34E-19  2.49E-19  4.85E-19
1825.09   7.32E-19  2.49E-19  4.83E-19
1826.09   7.30E-19  2.49E-19  4.80E-19
1827.09   7.28E-19  2.50E-19  4.78E-19
1828.09   7.25E-19  2.50E-19  4.75E-19
1829.09   7.23E-19  2.50E-19  4.73E-19
1830.09   7.20E-19  2.50E-19  4.70E-19
1831.09   7.18E-19  2.50E-19  4.68E-19
1832.09   7.16E-19  2.50E-19  4.65E-19
1833.09   7.13E-19  2.51E-19  4.63E-19
1834.09   7.11E-19  2.51E-19  4.60E-19
1835.09   7.08E-19  2.51E-19  4.57E-19
1836.09   7.06E-19  2.51E-19  4.55E-19
1837.09   7.03E-19  2.51E-19  4.52E-19
1838.09   7.01E-19  2.51E-19  4.50E-19
1839.09   6.99E-19  2.51E-19  4.47E-19
1840.09   6.96E-19  2.51E-19  4.45E-19
1841.09   6.94E-19  2.51E-19  4.42E-19
1842.09   6.91E-19  2.51E-19  4.40E-19
1843.09   6.89E-19  2.52E-19  4.37E-19
1844.09   6.85E-19  2.51E-19  4.34E-19
1845.09   6.80E-19  2.50E-19  4.30E-19
1846.10   6.74E-19  2.49E-19  4.25E-19
1847.10   6.69E-19  2.48E-19  4.21E-19
1848.10   6.64E-19  2.47E-19  4.17E-19
1849.10   6.58E-19  2.46E-19  4.13E-19
1850.10   6.53E-19  2.45E-19  4.09E-19
1851.10   6.50E-19  2.45E-19  4.06E-19
1852.10   6.47E-19  2.44E-19  4.03E-19
1853.10   6.44E-19  2.44E-19  4.00E-19
1854.10   6.41E-19  2.44E-19  3.97E-19
1855.10   6.38E-19  2.43E-19  3.95E-19
1856.10   6.34E-19  2.43E-19  3.91E-19
1857.10   6.30E-19  2.42E-19  3.88E-19
1858.10   6.26E-19  2.41E-19  3.85E-19
1859.10   6.22E-19  2.41E-19  3.81E-19
1860.10   6.19E-19  2.40E-19  3.78E-19
1861.10   6.17E-19  2.41E-19  3.77E-19
1862.10   6.16E-19  2.41E-19  3.75E-19
1863.10   6.15E-19  2.41E-19  3.74E-19
1864.10   6.14E-19  2.42E-19  3.72E-19
1865.10   6.13E-19  2.42E-19  3.71E-19
1866.10   6.09E-19  2.41E-19  3.67E-19
1867.10   6.05E-19  2.41E-19  3.64E-19
1868.10   6.01E-19  2.40E-19  3.61E-19
1869.10   5.98E-19  2.39E-19  3.58E-19
1870.10   5.94E-19  2.39E-19  3.55E-19
1871.10   5.93E-19  2.39E-19  3.54E-19
1872.10   5.92E-19  2.40E-19  3.53E-19
1873.10   5.91E-19  2.40E-19  3.51E-19
1874.10   5.90E-19  2.41E-19  3.50E-19
1875.10   5.89E-19  2.41E-19  3.48E-19
1876.10   5.84E-19  2.40E-19  3.45E-19
1877.10   5.80E-19  2.39E-19  3.41E-19
1878.10   5.75E-19  2.37E-19  3.37E-19
1879.10   5.70E-19  2.36E-19  3.34E-19
1880.10   5.66E-19  2.35E-19  3.31E-19
1881.10   5.65E-19  2.36E-19  3.29E-19
1882.10   5.64E-19  2.36E-19  3.28E-19
1883.10   5.63E-19  2.36E-19  3.26E-19
1884.10   5.61E-19  2.37E-19  3.25E-19
1885.10   5.60E-19  2.37E-19  3.23E-19
1886.10   5.57E-19  2.36E-19  3.21E-19
1887.10   5.53E-19  2.35E-19  3.18E-19
1888.10   5.49E-19  2.34E-19  3.15E-19
1889.10   5.46E-19  2.34E-19  3.12E-19
1890.10   5.42E-19  2.33E-19  3.09E-19
1891.10   5.40E-19  2.33E-19  3.07E-19
1892.10   5.38E-19  2.33E-19  3.05E-19
1893.10   5.36E-19  2.32E-19  3.04E-19
1894.10   5.34E-19  2.32E-19  3.02E-19
1895.10   5.31E-19  2.32E-19  3.00E-19
1896.10   5.27E-19  2.31E-19  2.97E-19
1897.10   5.23E-19  2.30E-19  2.94E-19
1898.10   5.19E-19  2.29E-19  2.91E-19
1899.10   5.15E-19  2.28E-19  2.88E-19
1900.10   5.11E-19  2.27E-19  2.85E-19
1901.10   5.09E-19  2.26E-19  2.83E-19
1902.10   5.06E-19  2.26E-19  2.81E-19
1903.10   5.04E-19  2.25E-19  2.78E-19
1904.10   5.01E-19  2.25E-19  2.76E-19
1905.10   4.99E-19  2.24E-19  2.74E-19
1906.10   4.97E-19  2.24E-19  2.72E-19
1907.10   4.94E-19  2.24E-19  2.71E-19
1908.10   4.92E-19  2.24E-19  2.69E-19
1909.10   4.90E-19  2.23E-19  2.67E-19
1910.10   4.88E-19  2.23E-19  2.65E-19
1911.10   4.85E-19  2.22E-19  2.63E-19
1912.10   4.82E-19  2.21E-19  2.60E-19
1913.10   4.79E-19  2.21E-19  2.58E-19
1914.11   4.76E-19  2.20E-19  2.56E-19
1915.11   4.73E-19  2.19E-19  2.54E-19
1916.11   4.71E-19  2.19E-19  2.52E-19
1917.11   4.68E-19  2.18E-19  2.50E-19
1918.11   4.65E-19  2.18E-19  2.48E-19
1919.11   4.63E-19  2.17E-19  2.46E-19
1920.11   4.60E-19  2.17E-19  2.44E-19
1921.11   4.58E-19  2.16E-19  2.42E-19
1922.11   4.56E-19  2.16E-19  2.40E-19
1923.11   4.54E-19  2.15E-19  2.38E-19
1924.11   4.51E-19  2.15E-19  2.36E-19
1925.11   4.49E-19  2.14E-19  2.35E-19
1926.11   4.46E-19  2.13E-19  2.32E-19
1927.11   4.43E-19  2.13E-19  2.30E-19
1928.11   4.40E-19  2.12E-19  2.28E-19
1929.11   4.36E-19  2.11E-19  2.26E-19
1930.11   4.33E-19  2.10E-19  2.23E-19
1931.11   4.31E-19  2.09E-19  2.22E-19
1932.11   4.28E-19  2.09E-19  2.20E-19
1933.11   4.26E-19  2.08E-19  2.18E-19
1934.11   4.23E-19  2.07E-19  2.16E-19
1935.11   4.21E-19  2.07E-19  2.14E-19
1936.11   4.18E-19  2.06E-19  2.12E-19
1937.11   4.15E-19  2.05E-19  2.10E-19
1938.11   4.12E-19  2.04E-19  2.08E-19
1939.11   4.09E-19  2.03E-19  2.06E-19
1940.11   4.06E-19  2.02E-19  2.04E-19
1941.11   4.05E-19  2.02E-19  2.03E-19
1942.11   4.04E-19  2.02E-19  2.02E-19
1943.11   4.03E-19  2.02E-19  2.01E-19
1944.11   4.02E-19  2.02E-19  2.00E-19
1945.11   4.00E-19  2.02E-19  1.98E-19
1946.11   3.98E-19  2.01E-19  1.96E-19
1947.11   3.95E-19  2.00E-19  1.94E-19
1948.11   3.92E-19  1.99E-19  1.92E-19
1949.11   3.89E-19  1.98E-19  1.90E-19
1950.11   3.86E-19  1.98E-19  1.89E-19
1951.11   3.84E-19  1.97E-19  1.87E-19
1952.11   3.83E-19  1.97E-19  1.86E-19
1953.11   3.81E-19  1.96E-19  1.84E-19
1954.11   3.79E-19  1.96E-19  1.83E-19
1955.11   3.77E-19  1.95E-19  1.82E-19
1956.11   3.75E-19  1.95E-19  1.80E-19
1957.11   3.73E-19  1.94E-19  1.79E-19
1958.11   3.71E-19  1.94E-19  1.77E-19
1959.11   3.69E-19  1.93E-19  1.76E-19
1960.11   3.67E-19  1.93E-19  1.74E-19
1961.11   3.65E-19  1.92E-19  1.73E-19
1962.11   3.62E-19  1.91E-19  1.71E-19
1963.11   3.60E-19  1.91E-19  1.69E-19
1964.11   3.58E-19  1.90E-19  1.68E-19
1965.11   3.56E-19  1.89E-19  1.66E-19
1966.11   3.55E-19  1.89E-19  1.65E-19
1967.11   3.53E-19  1.89E-19  1.64E-19
1968.11   3.52E-19  1.89E-19  1.63E-19
1969.11   3.51E-19  1.89E-19  1.62E-19
1970.11   3.50E-19  1.89E-19  1.61E-19
1971.11   3.49E-19  1.88E-19  1.60E-19
1972.11   3.47E-19  1.88E-19  1.59E-19
1973.11   3.46E-19  1.88E-19  1.58E-19
1974.11   3.45E-19  1.88E-19  1.57E-19
1975.11   3.43E-19  1.87E-19  1.56E-19
1976.11   3.42E-19  1.87E-19  1.55E-19
1977.11   3.40E-19  1.86E-19  1.53E-19
1978.11   3.38E-19  1.86E-19  1.52E-19
1979.11   3.36E-19  1.86E-19  1.51E-19
1980.11   3.35E-19  1.85E-19  1.50E-19
1981.11   3.33E-19  1.85E-19  1.49E-19
1982.12   3.32E-19  1.85E-19  1.48E-19
1983.12   3.31E-19  1.84E-19  1.47E-19
1984.12   3.30E-19  1.84E-19  1.46E-19
1985.12   3.28E-19  1.84E-19  1.45E-19
1986.12   3.27E-19  1.83E-19  1.43E-19
1987.12   3.25E-19  1.83E-19  1.42E-19
1988.12   3.24E-19  1.82E-19  1.41E-19
1989.12   3.22E-19  1.82E-19  1.40E-19
1990.12   3.21E-19  1.82E-19  1.39E-19
1991.12   3.20E-19  1.82E-19  1.38E-19
1992.12   3.20E-19  1.82E-19  1.38E-19
1993.12   3.19E-19  1.82E-19  1.37E-19
1994.12   3.19E-19  1.82E-19  1.36E-19
1995.12   3.18E-19  1.82E-19  1.36E-19
1996.12   3.17E-19  1.82E-19  1.35E-19
1997.12   3.17E-19  1.83E-19  1.34E-19
1998.12   3.16E-19  1.83E-19  1.34E-19
1999.12   3.16E-19  1.83E-19  1.33E-19
2000.12   3.15E-19  1.83E-19  1.32E-19
2001.12   3.15E-19  1.83E-19  1.32E-19
2002.12   3.15E-19  1.84E-19  1.31E-19
2003.12   3.15E-19  1.84E-19  1.31E-19
2004.12   3.15E-19  1.84E-19  1.31E-19
2005.12   3.15E-19  1.85E-19  1.30E-19
2006.12   3.14E-19  1.85E-19  1.29E-19
2007.12   3.13E-19  1.85E-19  1.29E-19
2008.12   3.13E-19  1.85E-19  1.28E-19
2009.12   3.12E-19  1.85E-19  1.27E-19
2010.12   3.12E-19  1.85E-19  1.27E-19
2011.12   3.12E-19  1.86E-19  1.26E-19
2012.12   3.13E-19  1.87E-19  1.26E-19
2013.12   3.14E-19  1.88E-19  1.26E-19
2014.12   3.15E-19  1.89E-19  1.26E-19
2015.12   3.16E-19  1.90E-19  1.26E-19
2016.12   3.16E-19  1.90E-19  1.26E-19
2017.12   3.17E-19  1.91E-19  1.26E-19
2018.12   3.17E-19  1.92E-19  1.25E-19
2019.12   3.18E-19  1.92E-19  1.25E-19
2020.12   3.18E-19  1.93E-19  1.25E-19
2021.12   3.19E-19  1.94E-19  1.25E-19
2022.12   3.19E-19  1.95E-19  1.24E-19
2023.12   3.20E-19  1.96E-19  1.24E-19
2024.12   3.21E-19  1.97E-19  1.24E-19
2025.12   3.21E-19  1.97E-19  1.24E-19
2026.12   3.22E-19  1.98E-19  1.24E-19
2027.12   3.23E-19  1.99E-19  1.24E-19
2028.12   3.24E-19  2.00E-19  1.23E-19
2029.12   3.24E-19  2.01E-19  1.23E-19
2030.12   3.25E-19  2.02E-19  1.23E-19
2031.12   3.27E-19  2.03E-19  1.23E-19
2032.12   3.28E-19  2.05E-19  1.23E-19
2033.12   3.30E-19  2.06E-19  1.23E-19
2034.12   3.31E-19  2.08E-19  1.24E-19
2035.12   3.33E-19  2.09E-19  1.24E-19
2036.12   3.33E-19  2.10E-19  1.23E-19
2037.12   3.34E-19  2.11E-19  1.23E-19
2038.12   3.35E-19  2.12E-19  1.23E-19
2039.12   3.36E-19  2.13E-19  1.23E-19
2040.12   3.37E-19  2.14E-19  1.23E-19
2041.12   3.39E-19  2.16E-19  1.23E-19
2042.12   3.41E-19  2.17E-19  1.24E-19
2043.12   3.43E-19  2.19E-19  1.24E-19
2044.12   3.45E-19  2.21E-19  1.24E-19
2045.12   3.47E-19  2.23E-19  1.24E-19
2046.12   3.50E-19  2.25E-19  1.25E-19
2047.12   3.52E-19  2.27E-19  1.25E-19
2048.12   3.54E-19  2.29E-19  1.25E-19
2049.12   3.57E-19  2.31E-19  1.26E-19
2050.13   3.59E-19  2.33E-19  1.26E-19
2051.13   3.61E-19  2.35E-19  1.26E-19
2052.13   3.64E-19  2.37E-19  1.27E-19
2053.13   3.66E-19  2.39E-19  1.27E-19
2054.13   3.68E-19  2.41E-19  1.27E-19
2055.13   3.71E-19  2.43E-19  1.28E-19
2056.13   3.74E-19  2.46E-19  1.28E-19
2057.13   3.77E-19  2.48E-19  1.29E-19
2058.13   3.80E-19  2.51E-19  1.29E-19
2059.13   3.83E-19  2.53E-19  1.30E-19
2060.13   3.86E-19  2.56E-19  1.30E-19
2061.13   3.89E-19  2.58E-19  1.31E-19
2062.13   3.92E-19  2.61E-19  1.31E-19
2063.13   3.95E-19  2.64E-19  1.32E-19
2064.13   3.99E-19  2.66E-19  1.32E-19
2065.13   4.02E-19  2.69E-19  1.33E-19
2066.13   4.06E-19  2.72E-19  1.34E-19
2067.13   4.09E-19  2.75E-19  1.34E-19
2068.13   4.13E-19  2.78E-19  1.35E-19
2069.13   4.17E-19  2.81E-19  1.36E-19
2070.13   4.21E-19  2.84E-19  1.36E-19
2071.13   4.25E-19  2.88E-19  1.37E-19
2072.13   4.29E-19  2.91E-19  1.38E-19
2073.13   4.34E-19  2.95E-19  1.39E-19
2074.13   4.38E-19  2.99E-19  1.40E-19
2075.13   4.42E-19  3.02E-19  1.40E-19
2076.13   4.47E-19  3.06E-19  1.41E-19
2077.13   4.51E-19  3.09E-19  1.42E-19
2078.13   4.56E-19  3.13E-19  1.43E-19
2079.13   4.60E-19  3.17E-19  1.43E-19
2080.13   4.65E-19  3.20E-19  1.44E-19
2081.13   4.69E-19  3.24E-19  1.45E-19
2082.13   4.74E-19  3.28E-19  1.46E-19
2083.13   4.79E-19  3.32E-19  1.47E-19
2084.13   4.83E-19  3.36E-19  1.47E-19
2085.13   4.88E-19  3.40E-19  1.48E-19
2086.13   4.93E-19  3.44E-19  1.49E-19
2087.13   4.98E-19  3.48E-19  1.50E-19
2088.13   5.03E-19  3.52E-19  1.50E-19
2089.13   5.08E-19  3.56E-19  1.51E-19
2090.13   5.13E-19  3.61E-19  1.52E-19
2091.13   5.18E-19  3.65E-19  1.53E-19
2092.13   5.24E-19  3.70E-19  1.54E-19
2093.13   5.30E-19  3.75E-19  1.55E-19
2094.13   5.36E-19  3.80E-19  1.56E-19
2095.13   5.42E-19  3.85E-19  1.57E-19
2096.13   5.48E-19  3.90E-19  1.58E-19
2097.13   5.54E-19  3.95E-19  1.59E-19
2098.13   5.60E-19  4.00E-19  1.60E-19
2099.13   5.66E-19  4.05E-19  1.61E-19
2100.13   5.73E-19  4.11E-19  1.62E-19
2101.13   5.79E-19  4.16E-19  1.63E-19
2102.13   5.86E-19  4.22E-19  1.64E-19
2103.13   5.93E-19  4.28E-19  1.65E-19
2104.13   6.00E-19  4.34E-19  1.66E-19
2105.13   6.07E-19  4.39E-19  1.67E-19
2106.13   6.14E-19  4.45E-19  1.69E-19
2107.13   6.21E-19  4.51E-19  1.70E-19
2108.13   6.27E-19  4.57E-19  1.71E-19
2109.13   6.34E-19  4.63E-19  1.72E-19
2110.13   6.41E-19  4.69E-19  1.73E-19
2111.13   6.49E-19  4.75E-19  1.74E-19
2112.13   6.57E-19  4.82E-19  1.75E-19
2113.13   6.65E-19  4.89E-19  1.76E-19
2114.13   6.73E-19  4.95E-19  1.77E-19
2115.13   6.81E-19  5.02E-19  1.79E-19
2116.13   6.89E-19  5.09E-19  1.80E-19
2117.13   6.97E-19  5.16E-19  1.81E-19
2118.14   7.05E-19  5.23E-19  1.82E-19
2119.14   7.13E-19  5.30E-19  1.83E-19
2120.14   7.21E-19  5.37E-19  1.84E-19
2121.14   7.30E-19  5.44E-19  1.85E-19
2122.14   7.39E-19  5.52E-19  1.87E-19
2123.14   7.47E-19  5.60E-19  1.88E-19
2124.14   7.56E-19  5.67E-19  1.89E-19
2125.14   7.65E-19  5.75E-19  1.90E-19
2126.14   7.75E-19  5.83E-19  1.92E-19
2127.14   7.84E-19  5.91E-19  1.93E-19
2128.14   7.93E-19  5.99E-19  1.94E-19
2129.14   8.02E-19  6.07E-19  1.95E-19
2130.14   8.12E-19  6.15E-19  1.96E-19
2131.14   8.21E-19  6.24E-19  1.97E-19
2132.14   8.30E-19  6.32E-19  1.98E-19
2133.14   8.39E-19  6.40E-19  1.99E-19
2134.14   8.49E-19  6.48E-19  2.00E-19
2135.14   8.58E-19  6.57E-19  2.02E-19
2136.14   8.69E-19  6.66E-19  2.03E-19
2137.14   8.79E-19  6.75E-19  2.04E-19
2138.14   8.90E-19  6.85E-19  2.05E-19
2139.14   9.00E-19  6.94E-19  2.07E-19
2140.14   9.11E-19  7.03E-19  2.08E-19
2141.14   9.22E-19  7.13E-19  2.09E-19
2142.14   9.33E-19  7.23E-19  2.10E-19
2143.14   9.44E-19  7.32E-19  2.11E-19
2144.14   9.54E-19  7.42E-19  2.12E-19
2145.14   9.65E-19  7.52E-19  2.13E-19
2146.14   9.77E-19  7.62E-19  2.15E-19
2147.14   9.89E-19  7.73E-19  2.16E-19
2148.14   1.00E-18  7.84E-19  2.17E-19
2149.14   1.01E-18  7.94E-19  2.18E-19
2150.14   1.02E-18  8.05E-19  2.20E-19
2151.14   1.04E-18  8.16E-19  2.21E-19
2152.14   1.05E-18  8.26E-19  2.22E-19
2153.14   1.06E-18  8.37E-19  2.23E-19
2154.14   1.07E-18  8.47E-19  2.24E-19
2155.14   1.08E-18  8.58E-19  2.25E-19
2156.14   1.10E-18  8.70E-19  2.26E-19
2157.14   1.11E-18  8.82E-19  2.27E-19
2158.14   1.12E-18  8.94E-19  2.28E-19
2159.14   1.13E-18  9.06E-19  2.29E-19
2160.14   1.15E-18  9.18E-19  2.30E-19
2161.14   1.16E-18  9.30E-19  2.31E-19
2162.14   1.18E-18  9.43E-19  2.33E-19
2163.14   1.19E-18  9.56E-19  2.34E-19
2164.14   1.20E-18  9.68E-19  2.35E-19
2165.14   1.22E-18  9.81E-19  2.36E-19
2166.14   1.23E-18  9.95E-19  2.37E-19
2167.14   1.25E-18  1.01E-18  2.38E-19
2168.14   1.26E-18  1.02E-18  2.39E-19
2169.14   1.27E-18  1.03E-18  2.40E-19
2170.14   1.29E-18  1.05E-18  2.41E-19
2171.14   1.30E-18  1.06E-18  2.42E-19
2172.14   1.32E-18  1.08E-18  2.43E-19
2173.14   1.33E-18  1.09E-18  2.44E-19
2174.14   1.35E-18  1.10E-18  2.45E-19
2175.14   1.36E-18  1.12E-18  2.46E-19
2176.14   1.38E-18  1.13E-18  2.47E-19
2177.14   1.40E-18  1.15E-18  2.47E-19
2178.14   1.41E-18  1.16E-18  2.48E-19
2179.14   1.43E-18  1.18E-18  2.49E-19
2180.14   1.44E-18  1.19E-18  2.50E-19
2181.14   1.46E-18  1.21E-18  2.50E-19
2182.14   1.47E-18  1.22E-18  2.51E-19
2183.14   1.49E-18  1.24E-18  2.52E-19
2184.14   1.51E-18  1.25E-18  2.53E-19
2185.14   1.52E-18  1.27E-18  2.53E-19
2186.15   1.54E-18  1.28E-18  2.54E-19
2187.15   1.55E-18  1.30E-18  2.54E-19
2188.15   1.57E-18  1.32E-18  2.55E-19
2189.15   1.59E-18  1.33E-18  2.55E-19
2190.15   1.60E-18  1.35E-18  2.56E-19
2191.15   1.62E-18  1.37E-18  2.57E-19
2192.15   1.64E-18  1.38E-18  2.57E-19
2193.15   1.66E-18  1.40E-18  2.58E-19
2194.15   1.68E-18  1.42E-18  2.58E-19
2195.15   1.70E-18  1.44E-18  2.59E-19
2196.15   1.71E-18  1.46E-18  2.59E-19
2197.15   1.73E-18  1.47E-18  2.60E-19
2198.15   1.75E-18  1.49E-18  2.60E-19
2199.15   1.77E-18  1.51E-18  2.60E-19
2200.15   1.79E-18  1.53E-18  2.61E-19
2201.15   1.81E-18  1.55E-18  2.61E-19
2202.15   1.83E-18  1.57E-18  2.62E-19
2203.15   1.85E-18  1.59E-18  2.62E-19
2204.15   1.87E-18  1.61E-18  2.62E-19
2205.15   1.89E-18  1.63E-18  2.63E-19
2206.15   1.91E-18  1.65E-18  2.63E-19
2207.15   1.93E-18  1.67E-18  2.63E-19
2208.15   1.95E-18  1.68E-18  2.63E-19
2209.15   1.97E-18  1.70E-18  2.62E-19
2210.15   1.99E-18  1.72E-18  2.62E-19
2211.15   2.01E-18  1.74E-18  2.62E-19
2212.15   2.03E-18  1.77E-18  2.62E-19
2213.15   2.05E-18  1.79E-18  2.62E-19
2214.15   2.07E-18  1.81E-18  2.62E-19
2215.15   2.09E-18  1.83E-18  2.62E-19
2216.15   2.12E-18  1.85E-18  2.62E-19
2217.15   2.14E-18  1.88E-18  2.62E-19
2218.15   2.16E-18  1.90E-18  2.62E-19
2219.15   2.18E-18  1.92E-18  2.61E-19
2220.15   2.20E-18  1.94E-18  2.61E-19
2221.15   2.23E-18  1.97E-18  2.60E-19
2222.15   2.25E-18  1.99E-18  2.60E-19
2223.15   2.27E-18  2.01E-18  2.59E-19
2224.15   2.29E-18  2.03E-18  2.59E-19
2225.15   2.32E-18  2.06E-18  2.58E-19
2226.15   2.34E-18  2.08E-18  2.58E-19
2227.15   2.36E-18  2.11E-18  2.57E-19
2228.15   2.39E-18  2.13E-18  2.56E-19
2229.15   2.41E-18  2.15E-18  2.56E-19
2230.15   2.43E-18  2.18E-18  2.55E-19
2231.15   2.46E-18  2.20E-18  2.54E-19
2232.15   2.48E-18  2.23E-18  2.53E-19
2233.15   2.50E-18  2.25E-18  2.52E-19
2234.15   2.53E-18  2.28E-18  2.53E-19
2235.15   2.55E-18  2.30E-18  2.55E-19
2236.15   2.58E-18  2.32E-18  2.58E-19
2237.15   2.61E-18  2.35E-18  2.61E-19
2238.15   2.63E-18  2.37E-18  2.63E-19
2239.15   2.66E-18  2.39E-18  2.66E-19
2240.15   2.69E-18  2.42E-18  2.69E-19
2241.15   2.71E-18  2.44E-18  2.71E-19
2242.15   2.74E-18  2.46E-18  2.74E-19
2243.15   2.76E-18  2.49E-18  2.76E-19
2244.15   2.79E-18  2.51E-18  2.79E-19
2245.15   2.81E-18  2.53E-18  2.81E-19
2246.15   2.84E-18  2.56E-18  2.84E-19
2247.15   2.87E-18  2.58E-18  2.87E-19
2248.15   2.89E-18  2.60E-18  2.89E-19
2249.15   2.92E-18  2.63E-18  2.92E-19
2250.15   2.95E-18  2.65E-18  2.95E-19
2251.15   2.97E-18  2.68E-18  2.97E-19
2252.15   3.00E-18  2.70E-18  3.00E-19
2253.15   3.03E-18  2.72E-18  3.03E-19
2254.16   3.05E-18  2.75E-18  3.05E-19
2255.16   3.08E-18  2.77E-18  3.08E-19
2256.16   3.11E-18  2.80E-18  3.11E-19
2257.16   3.14E-18  2.83E-18  3.14E-19
2258.16   3.17E-18  2.85E-18  3.17E-19
2259.16   3.20E-18  2.88E-18  3.20E-19
2260.16   3.23E-18  2.91E-18  3.23E-19
2261.16   3.26E-18  2.93E-18  3.26E-19
2262.16   3.29E-18  2.96E-18  3.29E-19
2263.16   3.31E-18  2.98E-18  3.31E-19
2264.16   3.34E-18  3.01E-18  3.34E-19
2265.16   3.37E-18  3.03E-18  3.37E-19
2266.16   3.40E-18  3.06E-18  3.40E-19
